Wall time,Step,Value
1661461232.7853074,43849,0.03385728597640991
1661461247.9463062,44049,0.033877789974212646
1661461255.4908059,44149,0.03277355432510376
1661461263.022806,44249,0.039344966411590576
1661461274.4443061,44399,0.03754204511642456
1661461282.0228066,44499,0.033738672733306885
1661461285.845806,44549,0.03789472579956055
1661461293.6088057,44649,0.03434556722640991
1661461308.7988055,44849,0.03347182273864746
1661461323.9908059,45049,0.036189377307891846
1661461350.515807,45399,0.03476834297180176
1661461354.2923067,45449,0.03144711256027222
1661461358.037306,45499,0.03729820251464844
1661461361.8038077,45549,0.02989727258682251
1661461369.3373075,45649,0.03587043285369873
1661461380.701809,45799,0.03338325023651123
1661461384.5198092,45849,0.039373546838760376
1661461388.381307,45899,0.03176850080490112
1661461399.759306,46049,0.03427952527999878
1661461403.5483057,46099,0.03674119710922241
1661461407.3503077,46149,0.031287968158721924
1661461411.1968067,46199,0.034026384353637695
1661461441.3273056,46599,0.03095841407775879
1661461445.1118062,46649,0.03878819942474365
1661461456.3473065,46799,0.03296762704849243
1661461482.3913078,47149,0.033637046813964844
1661461493.5328069,47299,0.03363865613937378
1661461523.2368088,47699,0.03394448757171631
1661461527.1478078,47749,0.03407925367355347
1661461534.7883065,47849,0.031252264976501465
1661461538.563306,47899,0.030198514461517334
1661461542.3383071,47949,0.034659743309020996
1661461553.5683062,48099,0.0339927077293396
1661461557.382306,48149,0.031392455101013184
1661461564.8448064,48249,0.03411698341369629
1661461572.2153056,48349,0.031193554401397705
1661461590.991306,48599,0.033107101917266846
1661461594.547306,48649,0.03481656312942505
1661461611.1289887,48849,0.03455173969268799
1661461614.7834883,48899,0.03621333837509155
1661461618.483989,48949,0.03143465518951416
1661461622.2994912,48999,0.035482168197631836
1661461633.4064884,49149,0.028277873992919922
1661461637.1424901,49199,0.032020509243011475
1661461640.8119895,49249,0.034766435623168945
1661461652.3089898,49399,0.03361111879348755
1661461656.1459897,49449,0.0331190824508667
1661461686.7399879,49849,0.03657764196395874
1661461702.1004872,50049,0.029765546321868896
1661461709.748987,50149,0.03758913278579712
1661461717.415989,50249,0.032215416431427
1661461721.8404884,50299,0.032787442207336426
1661461733.6354873,50449,0.030224084854125977
1661461749.4514883,50649,0.03785902261734009
1661461753.5269892,50699,0.029451370239257812
1661461757.403989,50749,0.03273290395736694
1661461769.1964889,50899,0.030324816703796387
1661461800.839492,51299,0.03151094913482666
1661461808.7549882,51399,0.031156957149505615
1661461824.082489,51599,0.035795122385025024
1661461827.880489,51649,0.03155994415283203
1661461839.7649884,51799,0.030279994010925293
1661461847.742489,51899,0.03410351276397705
1661461855.4584882,51999,0.030332863330841064
1661461875.0594885,52249,0.03270441293716431
1661461902.647989,52599,0.03078925609588623
1661461906.595988,52649,0.03221172094345093
1661461918.433489,52799,0.03665977716445923
1661461926.3394885,52899,0.03975319862365723
1661461949.88399,53199,0.03174787759780884
1661461953.9874895,53249,0.03551030158996582
1661461961.8664887,53349,0.03237771987915039
1661461969.8234885,53449,0.031304240226745605
1661461985.5859878,53649,0.035807669162750244
1661462000.8854876,53849,0.026600003242492676
1661462008.447489,53949,0.029859185218811035
1661462027.5374885,54199,0.030364811420440674
1661462031.2984881,54249,0.03673410415649414
1661462035.0484886,54299,0.0305861234664917
1661462061.5474887,54649,0.041680216789245605
1661462065.32349,54699,0.03978770971298218
1661462090.524378,54999,0.03239130973815918
1661462105.7498796,55199,0.03074246644973755
1661462109.522881,55249,0.03053581714630127
1661462113.3653781,55299,0.028087854385375977
1661462147.269377,55749,0.028492271900177002
1661462154.8558779,55849,0.03363901376724243
1661462166.266879,55999,0.028604507446289062
1661462189.1303782,56299,0.02769017219543457
1661462192.9133794,56349,0.03144258260726929
1661462208.1683784,56549,0.03152966499328613
1661462219.596878,56699,0.036765992641448975
1661462223.404378,56749,0.031416118144989014
1661462227.1083794,56799,0.030345439910888672
1661462279.6888776,57499,0.041449666023254395
1661462290.9223793,57649,0.030800580978393555
1661462302.2473795,57799,0.03256601095199585
1661462306.0823798,57849,0.02747124433517456
1661462309.892379,57899,0.03108799457550049
1661462321.2198787,58049,0.028011083602905273
1661462325.0423799,58099,0.0372050404548645
1661462328.8053768,58149,0.030602574348449707
1661462397.6018806,59049,0.028617382049560547
1661462405.1318803,59149,0.030407309532165527
1661462408.8998795,59199,0.031227707862854004
1661462416.4708786,59299,0.028987646102905273
1661462420.1888793,59349,0.028514564037322998
1661462443.7013786,59649,0.036490678787231445
1661462447.7148795,59699,0.027333319187164307
1661462455.2723775,59799,0.03386270999908447
1661462462.81788,59899,0.0333709716796875
1661462470.3793774,59999,0.02712780237197876
1661462477.9328785,60099,0.028632402420043945
1661462489.1108797,60249,0.03098207712173462
1661462496.595379,60349,0.028247535228729248
1661462504.174878,60449,0.02564084529876709
1661462511.8063788,60549,0.027214407920837402
1661462519.4248776,60649,0.03299349546432495
1661462526.939879,60749,0.034989893436431885
1661462567.0526817,61249,0.032687246799468994
1661462582.2846825,61449,0.03493386507034302
1661462597.4581807,61649,0.028316855430603027
1661462601.267681,61699,0.0299111008644104
1661462605.0516818,61749,0.0362204909324646
1661462613.010181,61849,0.027724742889404297
1661462625.0686824,61999,0.03159034252166748
1661462636.9401822,62149,0.028263509273529053
1661462644.5731814,62249,0.03482168912887573
1661462656.0456817,62399,0.03295212984085083
1661462678.802681,62699,0.03197932243347168
1661462686.39568,62799,0.035908639430999756
1661462693.879182,62899,0.026531696319580078
1661462697.6631808,62949,0.030501365661621094
1661462708.9656806,63099,0.03131502866744995
1661462712.7171836,63149,0.02721583843231201
1661462716.4461808,63199,0.033840298652648926
1661462727.7966814,63349,0.03264647722244263
1661462757.8961804,63749,0.03076171875
1661462776.8311818,63999,0.035212039947509766
1661462784.3056827,64099,0.028414785861968994
1661462806.7961807,64399,0.030262231826782227
1661462821.7446818,64599,0.029709339141845703
1661462825.5396812,64649,0.03111940622329712
1661462829.321682,64699,0.03273212909698486
1661462833.0486805,64749,0.03633081912994385
1661462855.721683,65049,0.029190659523010254
1661462866.979681,65199,0.02793276309967041
1661462893.26618,65549,0.02848339080810547
1661462900.7471826,65649,0.029829442501068115
1661462912.0461812,65799,0.03076624870300293
1661462915.8516805,65849,0.02557849884033203
1661462926.9986804,65999,0.02568882703781128
1661462949.4286823,66299,0.030661702156066895
1661462956.9221833,66399,0.030040979385375977
1661462968.061181,66549,0.03631281852722168
1661462979.3516803,66699,0.030941426753997803
1661462983.1361828,66749,0.04044902324676514
1661462986.920684,66799,0.027995407581329346
1661462990.6441808,66849,0.03165936470031738
1661462994.3731809,66899,0.02627873420715332
1661463019.5468795,67199,0.030800163745880127
1661463042.3543818,67499,0.02953195571899414
1661463065.1813812,67799,0.028237998485565186
1661463088.8368826,68099,0.028534531593322754
1661463107.8028805,68349,0.03239750862121582
1661463122.75288,68549,0.03135669231414795
1661463149.1103811,68899,0.029729366302490234
1661463156.7063808,68999,0.03252941370010376
1661463168.0518801,69149,0.033019185066223145
1661463175.5373843,69249,0.03199028968811035
1661463179.1618817,69299,0.029179811477661133
1661463190.119382,69449,0.02970951795578003
1661463193.8023803,69499,0.031557679176330566
1661463201.1663797,69599,0.032412588596343994
1661463204.8338795,69649,0.026910245418548584
1661463215.8948812,69799,0.026739776134490967
1661463280.5878828,70649,0.02822244167327881
1661463284.368381,70699,0.02863454818725586
1661463288.1453824,70749,0.028910696506500244
1661463307.4658806,70999,0.027761220932006836
1661463319.001883,71149,0.027326345443725586
1661463334.5383804,71349,0.03638660907745361
1661463338.40288,71399,0.03023010492324829
1661463342.2143824,71449,0.02669680118560791
1661463357.511382,71649,0.024920105934143066
1661463361.3423815,71699,0.03420984745025635
1661463365.15388,71749,0.02745741605758667
1661463372.6978803,71849,0.0312807559967041
1661463380.1798797,71949,0.026212692260742188
1661463387.7598808,72049,0.029667437076568604
1661463395.4818811,72149,0.03207433223724365
1661463426.6378808,72549,0.027720510959625244
1661463446.0803804,72799,0.0286942720413208
1661463449.941381,72849,0.033535897731781006
1661463486.568663,73299,0.03333461284637451
1661463490.349163,73349,0.03405278921127319
1661463532.6441648,73899,0.030190110206604004
1661463563.390164,74299,0.03237259387969971
1661463567.2126627,74349,0.027019083499908447
1661463578.696662,74499,0.025151968002319336
1661463586.2641616,74599,0.027374684810638428
1661463590.0121639,74649,0.034641385078430176
1661463620.3351622,75049,0.02843642234802246
1661463624.2251623,75099,0.03204214572906494
1661463628.102662,75149,0.033016860485076904
1661463631.887665,75199,0.027367234230041504
1661463643.1961627,75349,0.03285706043243408
1661463650.7361617,75449,0.02862447500228882
1661463654.5211623,75499,0.03344082832336426
1661463658.308662,75549,0.029715418815612793
1661463689.1581635,75949,0.024430811405181885
1661463708.4266615,76199,0.03350365161895752
1661463712.2431626,76249,0.037415266036987305
1661463723.541662,76399,0.025646090507507324
1661463749.8221629,76749,0.029097318649291992
1661463757.3426642,76849,0.02744460105895996
1661463795.6821644,77349,0.030317068099975586
1661463815.044162,77599,0.03520721197128296
1661463818.851663,77649,0.032240867614746094
1661463826.375662,77749,0.030180692672729492
1661463830.227662,77799,0.032458722591400146
1661463853.0281634,78099,0.0321841835975647
1661463879.5751622,78449,0.028682708740234375
1661463883.3316658,78499,0.03166168928146362
1661463917.493163,78949,0.03010159730911255
1661463932.548664,79149,0.030549287796020508
1661463940.2491648,79249,0.0274655818939209
1661463957.6591632,79449,0.026395201683044434
1661463991.5041637,79899,0.03794151544570923
1661463999.216665,79999,0.02881443500518799
1661464010.645662,80149,0.02679753303527832
1661464018.0421638,80249,0.029327571392059326
1661464021.912662,80299,0.02633768320083618
1661464040.7756631,80549,0.03179687261581421
1661464051.984663,80699,0.029790937900543213
1661464070.9741616,80949,0.03212273120880127
1661464078.5511615,81049,0.033793509006500244
1661464093.7286632,81249,0.031029105186462402
1661464101.2046626,81349,0.031063318252563477
1661464104.9346623,81399,0.024967849254608154
1661464108.7016633,81449,0.02984452247619629
1661464123.9281623,81649,0.028679251670837402
1661464142.9481628,81899,0.025702714920043945
1661464154.347163,82049,0.029563963413238525
1661464161.8741615,82149,0.029698729515075684
1661464173.3711636,82299,0.030196845531463623
1661464184.7926629,82449,0.0327836275100708
1661464199.931663,82649,0.028937876224517822
1661464226.133162,82999,0.027613520622253418
1661464229.929662,83049,0.025720715522766113
1661464233.7756627,83099,0.035864293575286865
1661464260.109162,83449,0.0259859561920166
1661464267.619164,83549,0.02811455726623535
1661464275.141662,83649,0.02578437328338623
1661464286.653165,83799,0.028954625129699707
1661464290.5136619,83849,0.027882158756256104
1661464313.403166,84149,0.031934499740600586
1661464317.1346664,84199,0.02884089946746826
1661464347.0321617,84599,0.028660595417022705
1661464358.303663,84749,0.026186883449554443
1661464361.9836638,84799,0.03283274173736572
1661464365.7971635,84849,0.029127120971679688
1661464369.5946627,84899,0.02774137258529663
1661464377.0956619,84999,0.024407923221588135
1661464388.3126616,85149,0.032041192054748535
1661464417.246398,85499,0.026750922203063965
1661464421.045898,85549,0.028851032257080078
1661464438.8838975,85799,0.02898949384689331
1661464445.9858978,85899,0.0257720947265625
1661464449.6053975,85949,0.03535956144332886
1661464453.2374,85999,0.03135567903518677
1661464485.6523995,86449,0.03239476680755615
1661464499.8113992,86649,0.02923959493637085
1661464507.1173997,86749,0.025338292121887207
1661464510.9188995,86799,0.030051350593566895
1661464518.3793983,86899,0.029299557209014893
1661464537.2354,87149,0.04811638593673706
1661464540.9793983,87199,0.029935896396636963
1661464548.3993976,87299,0.03847169876098633
1661464552.1688993,87349,0.03086113929748535
1661464555.9838986,87399,0.024789631366729736
1661464567.2313995,87549,0.028118491172790527
1661464574.6983976,87649,0.028130173683166504
1661464582.1409009,87749,0.02758866548538208
1661464616.315402,88199,0.03196293115615845
1661464627.7493985,88349,0.030404329299926758
1661464661.6838975,88799,0.02848726511001587
1661464684.5708969,89099,0.03220003843307495
1661464688.2873983,89149,0.025789380073547363
1661464710.9403992,89449,0.029229462146759033
1661464714.7779,89499,0.026974916458129883
1661464718.6358974,89549,0.030956685543060303
1661464726.1033974,89649,0.029111266136169434
1661464748.8083992,89949,0.024325191974639893
1661464771.7294,90249,0.033359646797180176
1661464775.5988982,90299,0.029869019985198975
1661464805.7003984,90699,0.033737003803253174
1661464809.561399,90749,0.03432825207710266
1661464820.9263983,90899,0.027661263942718506
1661464832.346899,91049,0.03140377998352051
1661464847.3873994,91249,0.025269150733947754
1661464854.8774,91349,0.025462865829467773
1661464870.2269013,91549,0.026195406913757324
1661464895.4053977,91849,0.031638503074645996
1661464910.505897,92049,0.03072810173034668
1661464914.3113995,92099,0.028053224086761475
1661464925.7098994,92249,0.029523491859436035
1661464944.6023998,92499,0.02566993236541748
1661464959.4913971,92699,0.026786863803863525
1661464967.3518982,92799,0.026981651782989502
1661464974.9998987,92899,0.031494081020355225
1661464978.7883978,92949,0.03203606605529785
1661464982.4778986,92999,0.02752542495727539
1661465008.3803976,93349,0.031220197677612305
1661465015.6603973,93449,0.02792835235595703
1661465019.2648976,93499,0.025847434997558594
1661465041.4754007,93799,0.024586737155914307
1661465045.0368993,93849,0.027932941913604736
1661465048.6773987,93899,0.037473320960998535
1661465055.876399,93999,0.028092384338378906
1661465063.1003993,94099,0.026663899421691895
1661465105.6008983,94699,0.03075641393661499
1661465138.7648995,95149,0.03155982494354248
1661465153.620898,95349,0.029195427894592285
1661465171.8648975,95599,0.03428378701210022
1661465175.4493985,95649,0.0306851863861084
1661465193.5868967,95899,0.02869933843612671
1661465197.1198978,95949,0.030083835124969482
1661465200.6318986,95999,0.031751155853271484
1661465215.0258977,96199,0.027201056480407715
1661465218.5743978,96249,0.0318293571472168
1661465240.2903996,96549,0.027527213096618652
1661465254.6573982,96749,0.031524837017059326
1661465258.2183988,96799,0.02830672264099121
1661465261.7633986,96849,0.03236961364746094
1661465268.7988987,96949,0.026046037673950195
1661465272.3179235,96999,0.031683385372161865
1661465290.1479082,97249,0.027245640754699707
1661465300.8883967,97399,0.02387988567352295
1661465307.945397,97499,0.02574366331100464
1661465318.6738994,97649,0.029268264770507812
1661465331.4673703,97799,0.029309988021850586
1661465342.0758705,97949,0.02601480484008789
1661465349.1658685,98049,0.033471107482910156
1661465370.2743697,98349,0.0249631404876709
1661465373.7604,98399,0.0287705659866333
1661465380.7913682,98499,0.025179624557495117
1661465387.7988696,98599,0.030824244022369385
1661465419.7133706,99049,0.02976536750793457
1661465423.355871,99099,0.024566173553466797
1661465427.0003684,99149,0.024379372596740723
1661465430.5568678,99199,0.02673780918121338
1661465481.5648682,99899,0.028850793838500977
1661465496.139868,100099,0.030053019523620605
1661465510.6993697,100299,0.02418231964111328
1661465514.47287,100349,0.02963542938232422
1661465525.5028677,100499,0.030454516410827637
1661465529.33587,100549,0.034857988357543945
1661465540.5043695,100699,0.02774876356124878
1661465547.8028703,100799,0.03637099266052246
1661465555.1228688,100899,0.028148889541625977
1661465573.27337,101149,0.025384902954101562
1661465584.1018677,101299,0.024789035320281982
1661465591.4553695,101399,0.03087902069091797
1661465595.0978694,101449,0.024942636489868164
1661465602.40537,101549,0.025018393993377686
1661465613.3808708,101699,0.02853924036026001
1661465624.1953688,101849,0.026445865631103516
1661465631.39987,101949,0.02869439125061035
1661465642.2563682,102099,0.025228500366210938
1661465653.1443698,102249,0.026611685752868652
1661465656.739874,102299,0.027903199195861816
1661465667.7773693,102449,0.025856852531433105
1661465678.6383703,102599,0.02824270725250244
1661465707.8973696,102999,0.026064395904541016
1661465711.5793679,103049,0.025179028511047363
1661465718.85487,103149,0.03126490116119385
1661465737.1588683,103399,0.023858964443206787
1661465755.4828691,103649,0.03128957748413086
1661465759.094368,103699,0.0248146653175354
1661465762.7188697,103749,0.02412247657775879
1661465772.2035148,103849,0.02994561195373535
1661465775.8610165,103899,0.025402843952178955
1661465783.1150167,103999,0.02884596586227417
1661465790.611015,104099,0.029240131378173828
1661465801.7960145,104249,0.028633713722229004
1661465805.4875154,104299,0.03492176532745361
1661465820.157517,104499,0.0275418758392334
1661465838.5615158,104749,0.03190326690673828
1661465845.8575168,104849,0.03260308504104614
1661465867.8300147,105149,0.032070279121398926
1661465871.4720147,105199,0.02964097261428833
1661465875.1455147,105249,0.025121212005615234
1661465878.7695167,105299,0.02793264389038086
1661465882.4535158,105349,0.02446979284286499
1661465893.368015,105499,0.025197386741638184
1661465900.6500144,105599,0.02986299991607666
1661465911.732516,105749,0.029601633548736572
1661465915.2840154,105799,0.02319943904876709
1661465926.233515,105949,0.029751598834991455
1661465933.5305173,106049,0.03161609172821045
1661465940.8220155,106149,0.027401268482208252
1661465944.4175146,106199,0.025566816329956055
1661465947.997517,106249,0.032254159450531006
1661465962.4530163,106449,0.02795696258544922
1661465977.476016,106649,0.02917647361755371
1661465981.1745162,106699,0.03592148423194885
1661465984.9230149,106749,0.02797013521194458
1661465999.812016,106949,0.02960789203643799
