Wall time,Step,Value
1661466003.4425173,106999,0.028503715991973877
1661466010.8960166,107099,0.02813577651977539
1661466014.524516,107149,0.0356898307800293
1661466021.9035172,107249,0.02514493465423584
1661466025.506014,107299,0.025384724140167236
1661466029.1570146,107349,0.028351902961730957
1661466036.3595161,107449,0.03149735927581787
1661466039.9140158,107499,0.028358519077301025
1661466047.1540172,107599,0.028847455978393555
1661466058.0575166,107749,0.02435368299484253
1661466065.350517,107849,0.02713465690612793
1661466068.997017,107899,0.026391267776489258
1661466090.8280153,108199,0.026686131954193115
1661466094.5090165,108249,0.036170899868011475
1661466098.1795156,108299,0.025321125984191895
1661466112.7140458,108499,0.02950960397720337
1661466120.031015,108599,0.03280287981033325
1661466127.2885158,108699,0.03322842717170715
1661466141.8965163,108899,0.02975940704345703
1661466167.376015,109249,0.03320878744125366
1661466178.3200152,109399,0.029537558555603027
1661466185.639018,109499,0.029724955558776855
1661466192.9305162,109599,0.02946019172668457
1661466196.5835154,109649,0.03083944320678711
1661466211.2545161,109849,0.029999852180480957
1661466221.0755148,109949,0.02853482961654663
1661466224.7730162,109999,0.0355229377746582
1661466228.4860165,110049,0.024826467037200928
1661466239.7675161,110199,0.030129551887512207
1661466255.092515,110399,0.026172161102294922
1661466259.6870143,110449,0.03177553415298462
1661466271.0870156,110599,0.029774785041809082
1661466282.453516,110749,0.03082507848739624
1661466320.5735147,111249,0.026692509651184082
1661466324.3770149,111299,0.028263330459594727
1661466335.7990148,111449,0.030494391918182373
1661466339.5690148,111499,0.023859500885009766
1661466347.0345154,111599,0.024898409843444824
1661466358.341019,111749,0.02805006504058838
1661466365.7315142,111849,0.02473747730255127
1661466369.2510166,111899,0.03110373020172119
1661466376.444017,111999,0.02387714385986328
1661466380.057516,112049,0.02671074867248535
1661466383.718016,112099,0.031785428524017334
1661466387.2940152,112149,0.02586454153060913
1661466394.4425151,112249,0.0276944637298584
1661466401.542016,112349,0.02477806806564331
1661466405.1040146,112399,0.028084993362426758
1661466419.3225152,112599,0.03242522478103638
1661466422.9040143,112649,0.026783108711242676
1661466430.0360148,112749,0.02712780237197876
1661466440.7035172,112899,0.027317047119140625
1661466458.8690166,113149,0.027490198612213135
1661466501.8680205,113749,0.031146585941314697
1661466516.0350144,113949,0.030090391635894775
1661466526.7935152,114099,0.030118823051452637
1661466544.5175145,114349,0.026182174682617188
1661466551.5900187,114449,0.026638031005859375
1661466562.1145167,114599,0.03263401985168457
1661466583.4005146,114899,0.026117920875549316
1661466586.9985154,114949,0.031027674674987793
1661466594.0650148,115049,0.025287926197052002
1661466604.8110154,115199,0.02334415912628174
1661466615.4295142,115349,0.02594447135925293
1661466618.9545162,115399,0.029776692390441895
1661466622.5145152,115449,0.028137505054473877
1661466654.7890146,115899,0.028851747512817383
1661466658.3950143,115949,0.02755790948867798
1661466664.06566,115999,0.026121973991394043
1661466667.7301574,116049,0.026079893112182617
1661466674.8281581,116149,0.025136113166809082
1661466681.848158,116249,0.023768484592437744
1661466692.6721582,116399,0.0288047194480896
1661466710.5031834,116649,0.025503873825073242
1661466717.550158,116749,0.028452157974243164
1661466721.0821586,116799,0.02580392360687256
1661466724.694159,116849,0.026180565357208252
1661466728.3211575,116899,0.03131335973739624
1661466756.7456586,117299,0.024572789669036865
1661466788.8766587,117749,0.02493971586227417
1661466806.5771573,117999,0.025665879249572754
1661466834.921658,118399,0.029451966285705566
1661466838.45266,118449,0.03157246112823486
1661466849.2861583,118599,0.02609074115753174
1661466863.3836584,118799,0.02997487783432007
1661466874.1636584,118949,0.028322935104370117
1661466888.4131598,119149,0.028005599975585938
1661466898.984179,119299,0.025544345378875732
1661466909.5931823,119449,0.026484131813049316
1661466913.1471586,119499,0.026619374752044678
1661466916.7006574,119549,0.026493310928344727
1661466923.7571576,119649,0.02807176113128662
1661466952.1991587,120049,0.02982693910598755
1661466960.053657,120149,0.025596976280212402
1661466967.8971593,120249,0.032959699630737305
1661466975.3451579,120349,0.029859960079193115
1661466994.4896586,120599,0.026397883892059326
1661467013.5901592,120849,0.024522721767425537
1661467044.029658,121249,0.029046714305877686
1661467047.822658,121299,0.030246198177337646
1661467051.7991586,121349,0.024808645248413086
1661467067.0566585,121549,0.026320040225982666
1661467078.3406584,121699,0.027440667152404785
1661467089.619659,121849,0.025226235389709473
1661467121.70816,122249,0.02642613649368286
1661467129.245159,122349,0.034043967723846436
1661467144.56866,122549,0.0271608829498291
1661467148.476158,122599,0.028796613216400146
1661467152.2401574,122649,0.02713221311569214
1661467155.9846592,122699,0.03399914503097534
1661467163.470658,122799,0.028708696365356445
1661467171.0136576,122899,0.029765427112579346
1661467182.3381596,123049,0.02466815710067749
1661467205.3276598,123349,0.02805960178375244
1661467212.9676595,123449,0.02616959810256958
1661467239.5261583,123799,0.03181886672973633
1661467254.6211584,123999,0.031110107898712158
1661467262.1516593,124099,0.02644824981689453
1661467277.6881578,124299,0.027646183967590332
1661467281.5071592,124349,0.030598759651184082
1661467288.9751582,124449,0.02395862340927124
1661467300.2656612,124599,0.02922147512435913
1661467307.935159,124699,0.03164708614349365
1661467319.1406581,124849,0.024182558059692383
1661467326.8856597,124949,0.029679298400878906
1661467338.3306582,125099,0.03107583522796631
1661467342.104158,125149,0.02939426898956299
1661467345.8806593,125199,0.029851555824279785
1661467383.5821602,125699,0.027712523937225342
1661467387.373158,125749,0.03312283754348755
1661467395.0781584,125849,0.030585885047912598
1661467398.9071593,125899,0.028050124645233154
1661467402.6636577,125949,0.029062926769256592
1661467406.3951585,125999,0.027003049850463867
1661467417.9886575,126149,0.029703259468078613
1661467421.8096595,126199,0.02842855453491211
1661467429.4121585,126299,0.0298423171043396
1661467440.8256598,126449,0.03140425682067871
1661467448.3881605,126549,0.025323331356048584
1661467455.8831604,126649,0.028144359588623047
1661467463.4786577,126749,0.027421116828918457
1661467498.0486588,127199,0.024921894073486328
1661467512.685657,127399,0.027874648571014404
1661467519.7836614,127499,0.026671230792999268
1661467527.0346596,127599,0.028554439544677734
1661467534.1826582,127699,0.023476719856262207
1661467541.5081584,127799,0.0320892333984375
1661467545.076657,127849,0.028054893016815186
1661467556.047659,127999,0.027299344539642334
1661467579.7766595,128299,0.02875971794128418
1661467583.5136588,128349,0.028773963451385498
1661467597.8186588,128549,0.02330946922302246
1661467609.37266,128699,0.02805507183074951
1661467620.7226596,128849,0.027080059051513672
1661467628.2231598,128949,0.033339083194732666
1661467632.1091607,128999,0.03149533271789551
1661467647.4856594,129199,0.025799870491027832
1661467665.7616608,129399,0.02815300226211548
1661467678.3681579,129549,0.03160834312438965
1661467682.1421595,129599,0.026252686977386475
1661467685.8741584,129649,0.026293814182281494
1661467689.6371603,129699,0.028773903846740723
1661467700.915158,129849,0.02651357650756836
1661467715.98566,130049,0.02469557523727417
1661467738.7236624,130349,0.03507986664772034
1661467742.5251596,130399,0.028463363647460938
1661467754.0796597,130549,0.025641679763793945
1661467772.90916,130799,0.032144784927368164
1661467784.1856587,130949,0.030815422534942627
1661467788.044159,130999,0.028358817100524902
1661467795.6461608,131099,0.025992870330810547
1661467803.2541587,131199,0.032253801822662354
1661467810.8121598,131299,0.024591684341430664
1661467814.60016,131349,0.025661945343017578
1661467825.9486601,131499,0.0269966721534729
1661467829.8596594,131549,0.03415203094482422
1661467837.5356593,131649,0.026163041591644287
1661467848.798659,131799,0.028951823711395264
1661467852.5431592,131849,0.02694648504257202
1661467860.1496584,131949,0.03158855438232422
1661467882.8116608,132249,0.029821932315826416
1661467893.7691689,132399,0.029214799404144287
1661467904.3606615,132549,0.02917855978012085
1661467907.8966591,132599,0.02862071990966797
1661467922.0331593,132799,0.030017614364624023
1661467943.1981595,133099,0.02998185157775879
1661467989.0286603,133749,0.03469151258468628
1661468003.09416,133949,0.02925926446914673
1661468010.1711578,134049,0.029971182346343994
1661468029.9685898,134299,0.026987195014953613
1661468040.5350914,134449,0.02911001443862915
1661468047.6050923,134549,0.028592407703399658
1661468061.6190915,134749,0.02770817279815674
1661468079.3490934,134999,0.0264284610748291
1661468093.43959,135199,0.025517523288726807
1661468107.6440904,135399,0.0312880277633667
1661468118.2555902,135549,0.02443695068359375
1661468150.1110902,135999,0.030238628387451172
1661468171.2590897,136299,0.030744552612304688
1661468206.6365905,136799,0.026267170906066895
1661468210.18459,136849,0.023566246032714844
1661468213.74859,136899,0.02682286500930786
1661468224.3885899,137049,0.029305219650268555
1661468227.9450903,137099,0.031237661838531494
1661468245.5155904,137349,0.02520763874053955
1661468252.6105943,137449,0.024264216423034668
1661468266.8470907,137649,0.03085225820541382
1661468270.342116,137699,0.028164029121398926
1661468273.920594,137749,0.02515268325805664
1661468277.443591,137799,0.023379743099212646
1661468280.9755895,137849,0.02494579553604126
1661468284.4585912,137899,0.02369081974029541
1661468287.9755912,137949,0.025364398956298828
1661468316.2526224,138349,0.03401225805282593
1661468326.840592,138499,0.02889472246170044
1661468347.9375901,138799,0.02407979965209961
1661468397.4570904,139499,0.02710169553756714
1661468400.940091,139549,0.028956592082977295
1661468404.4415898,139599,0.0267525315284729
1661468429.2965906,139949,0.02838766574859619
1661468447.0210905,140199,0.030974745750427246
1661468457.7815917,140349,0.030206024646759033
1661468467.081605,140449,0.02357882261276245
1661468470.6356046,140499,0.026987314224243164
1661468474.195103,140549,0.031224370002746582
1661468477.707104,140599,0.028602898120880127
1661468491.9631062,140799,0.03352862596511841
1661468520.471104,141199,0.024778127670288086
1661468524.4116037,141249,0.028440237045288086
1661468535.4036038,141399,0.025082111358642578
1661468542.5546057,141499,0.026248276233673096
1661468546.1326048,141549,0.026962757110595703
1661468553.4171038,141649,0.026942014694213867
1661468596.7366035,142249,0.024962425231933594
1661468603.9051034,142349,0.02720177173614502
1661468614.7466042,142499,0.025309205055236816
1661468621.8626034,142599,0.026714086532592773
1661468639.6411042,142849,0.02405160665512085
1661468650.241603,142999,0.02314382791519165
1661468661.0281036,143149,0.031248748302459717
1661468693.3916042,143599,0.02517223358154297
1661468696.9701037,143649,0.024146318435668945
1661468718.2851033,143949,0.02794593572616577
1661468725.397604,144049,0.02741825580596924
1661468728.9466033,144099,0.027587831020355225
1661468750.3271034,144399,0.027501285076141357
1661468761.0026038,144549,0.031067609786987305
1661468764.523105,144599,0.027103900909423828
1661468782.228606,144849,0.030275344848632812
1661468789.3161042,144949,0.02722489833831787
1661468796.4351027,145049,0.02469027042388916
1661468807.1311038,145199,0.02990800142288208
1661468810.6691043,145249,0.027921199798583984
1661468814.1906054,145299,0.024962663650512695
1661468839.2436037,145649,0.028712451457977295
1661468857.1011038,145899,0.024736106395721436
1661468864.288103,145999,0.025600314140319824
1661468867.8246038,146049,0.02509385347366333
1661468871.3846045,146099,0.025387048721313477
1661468885.8966038,146299,0.025883138179779053
1661468889.526604,146349,0.03177756071090698
1661468913.7056239,146649,0.029316723346710205
1661468928.222123,146849,0.03146892786026001
1661468938.885621,146999,0.027337074279785156
1661468942.5596237,147049,0.02781689167022705
1661468949.786622,147149,0.02931678295135498
1661468974.9161232,147499,0.033048540353775024
1661468978.504124,147549,0.032809674739837646
1661468996.5876215,147799,0.027099967002868652
1661469040.566121,148399,0.02636188268661499
1661469058.5581217,148649,0.027355194091796875
1661469065.7621229,148749,0.02483731508255005
1661469069.3271239,148799,0.027009546756744385
1661469080.064624,148949,0.02560359239578247
1661469083.5966234,148999,0.030553340911865234
1661469115.7831209,149449,0.031016111373901367
1661469137.592124,149749,0.03502058982849121
1661469151.894623,149949,0.02944701910018921
1661469169.9686224,150199,0.0284193754196167
1661469177.2186213,150299,0.028974413871765137
1661469184.4321208,150399,0.031360507011413574
1661469191.7746236,150499,0.02358853816986084
1661469199.0531213,150599,0.0261879563331604
1661469209.878623,150749,0.027016103267669678
1661469213.4446216,150799,0.02793097496032715
1661469217.1456218,150849,0.025727033615112305
1661469227.8666215,150999,0.02253776788711548
1661469231.4071238,151049,0.023088932037353516
1661469235.0026221,151099,0.02826458215713501
1661469238.541123,151149,0.02348804473876953
1661469249.3591208,151299,0.02822798490524292
1661469252.9281232,151349,0.02306509017944336
1661469256.5466213,151399,0.02826482057571411
1661469267.2836218,151549,0.02732306718826294
1661469270.8291235,151599,0.028036117553710938
1661469278.0236232,151699,0.030560433864593506
1661469281.6106212,151749,0.032699763774871826
1661469296.1361217,151949,0.027563929557800293
1661469303.3071227,152049,0.024896204471588135
1661469306.8391237,152099,0.025353193283081055
1661469310.4911227,152149,0.02643108367919922
1661469324.8316233,152349,0.02983194589614868
1661469331.9606225,152449,0.022794008255004883
1661469339.1186233,152549,0.028399407863616943
1661469352.162682,152699,0.028058767318725586
1661469384.806181,153149,0.03064119815826416
1661469395.6531818,153299,0.030493438243865967
1661469402.8061814,153399,0.027973473072052002
1661469410.109182,153499,0.0297737717628479
1661469417.3121805,153599,0.026632606983184814
1661469424.6111803,153699,0.023729920387268066
1661469435.2951808,153849,0.03232234716415405
1661469456.8856804,154149,0.027342557907104492
1661469471.4541821,154349,0.03045785427093506
1661469478.800182,154449,0.028639376163482666
1661469489.7096798,154599,0.02557539939880371
1661469504.313182,154799,0.02674967050552368
1661469518.6107059,154999,0.023894548416137695
1661469532.9021802,155199,0.027635812759399414
1661469547.09968,155399,0.024108052253723145
1661469568.6231842,155699,0.024091720581054688
1661469579.343181,155849,0.025333106517791748
1661469593.6901793,156049,0.02275252342224121
1661469600.8681824,156149,0.027513563632965088
1661469615.411681,156349,0.02761554718017578
