epoch,elo,error
24,-94.3,9.0
49,-54.3,8.2
74,-21.7,8.6
99,-27.2,8.8
124,-11.2,7.8
149,-16.1,9.0
174,-16.3,8.7
199,7.1,8.9
224,4.7,7.6
249,9.1,8.6
274,9.8,8.5
299,8.1,8.0
324,4.1,9.1
349,5.8,9.7
374,10.5,8.8
399,19.6,9.2
424,1.3,9.1
449,21.9,9.1
474,3.3,8.2
499,19.1,8.5
524,29.9,9.4
549,18.6,9.2
564,31.7,11.2
574,25.6,9.2
599,12.7,6.0
624,27.7,6.3
649,21.3,6.7
674,21.4,6.8
699,25.8,6.1
724,29.4,6.0
749,26.6,5.8
774,27.7,6.4
799,17.5,3.7
