epoch,loss
1,0.021084308624267578
1,0.020281314849853516
2,0.0196530818939209
3,0.02048206329345703
3,0.019476771354675293
4,0.019991397857666016
4,0.022578716278076172
5,0.02031254768371582
6,0.02181565761566162
8,0.019183576107025146
8,0.019726455211639404
9,0.019889354705810547
9,0.0188140869140625
10,0.020799636840820312
11,0.021252751350402832
11,0.02015054225921631
12,0.022607743740081787
12,0.020834267139434814
12,0.019829213619232178
12,0.02025771141052246
15,0.020488262176513672
15,0.019313275814056396
19,0.0207594633102417
19,0.019497454166412354
19,0.01927250623703003
20,0.020053982734680176
20,0.01989436149597168
21,0.01875293254852295
21,0.018702983856201172
21,0.019628465175628662
22,0.019217967987060547
22,0.020959138870239258
25,0.020699262619018555
25,0.019075989723205566
25,0.019500255584716797
26,0.019351720809936523
26,0.020769596099853516
27,0.022124528884887695
28,0.018744230270385742
29,0.01985067129135132
29,0.021731793880462646
29,0.02086251974105835
29,0.020808756351470947
29,0.021903812885284424
31,0.020630598068237305
31,0.019825875759124756
32,0.01958996057510376
33,0.020012319087982178
33,0.020182907581329346
33,0.020822227001190186
34,0.021579980850219727
34,0.021148264408111572
35,0.020238757133483887
37,0.02046215534210205
39,0.021598875522613525
41,0.01889050006866455
41,0.020663917064666748
42,0.019992947578430176
42,0.019447505474090576
42,0.01997298002243042
42,0.018925011157989502
43,0.018118083477020264
44,0.021390140056610107
45,0.018896877765655518
47,0.01912015676498413
47,0.020079195499420166
47,0.01994001865386963
48,0.019674062728881836
48,0.01969832181930542
49,0.01979196071624756
49,0.01890796422958374
50,0.022177040576934814
50,0.01910269260406494
51,0.02207118272781372
51,0.01926475763320923
53,0.020352602005004883
54,0.01951807737350464
54,0.018624484539031982
55,0.018399059772491455
56,0.019241690635681152
56,0.019073486328125
57,0.019645988941192627
58,0.020580410957336426
60,0.01949596405029297
60,0.018764734268188477
61,0.020844340324401855
61,0.01928180456161499
62,0.020686030387878418
62,0.022292792797088623
62,0.021126270294189453
63,0.02035999298095703
64,0.019948601722717285
65,0.02019590139389038
67,0.020745456218719482
69,0.019797563552856445
69,0.018466591835021973
69,0.019841015338897705
70,0.020566940307617188
70,0.020148098468780518
70,0.019830405712127686
70,0.01943182945251465
71,0.021039068698883057
71,0.020066261291503906
71,0.020281076431274414
71,0.020217955112457275
71,0.018386542797088623
73,0.019220948219299316
74,0.01926708221435547
75,0.01893293857574463
75,0.020064890384674072
75,0.02021944522857666
75,0.02116936445236206
77,0.018716096878051758
78,0.020182132720947266
79,0.0196266770362854
79,0.01897519826889038
79,0.018895745277404785
80,0.01999753713607788
80,0.01853358745574951
80,0.02047175168991089
80,0.018464744091033936
80,0.020901858806610107
80,0.019650936126708984
81,0.0199354887008667
81,0.01875483989715576
82,0.020387470722198486
82,0.020060181617736816
83,0.01902562379837036
84,0.018264591693878174
84,0.02056819200515747
84,0.01843029260635376
85,0.020355820655822754
85,0.018228769302368164
85,0.019222378730773926
86,0.018979430198669434
86,0.019352436065673828
86,0.019231200218200684
86,0.01905876398086548
89,0.019555509090423584
89,0.021390080451965332
90,0.019787967205047607
90,0.01862168312072754
91,0.018794596195220947
92,0.019076228141784668
95,0.020453572273254395
96,0.019929885864257812
97,0.019847333431243896
97,0.0207517147064209
99,0.02075779438018799
100,0.020466983318328857
100,0.021714627742767334
100,0.019066154956817627
101,0.018761873245239258
103,0.018872499465942383
104,0.02047663927078247
104,0.018524467945098877
104,0.018251359462738037
107,0.0194094181060791
108,0.019023776054382324
108,0.018563389778137207
109,0.019321858882904053
109,0.017722368240356445
110,0.02179664373397827
110,0.018643438816070557
110,0.018828153610229492
111,0.01986110210418701
112,0.021193623542785645
113,0.019726812839508057
113,0.019423842430114746
113,0.020754873752593994
115,0.019421875476837158
115,0.018603146076202393
115,0.021817028522491455
116,0.02164393663406372
116,0.019289910793304443
118,0.019371986389160156
118,0.019441187381744385
119,0.020022213459014893
120,0.019109010696411133
120,0.018740475177764893
121,0.01888906955718994
122,0.020145297050476074
122,0.020083069801330566
122,0.02154541015625
123,0.020301640033721924
124,0.02083045244216919
126,0.020442306995391846
126,0.018331468105316162
131,0.021202802658081055
132,0.019726932048797607
136,0.01914238929748535
136,0.019018828868865967
136,0.019109487533569336
136,0.020254969596862793
137,0.019539713859558105
137,0.018078982830047607
138,0.018726825714111328
138,0.020067989826202393
138,0.0196230411529541
139,0.021102488040924072
141,0.018896162509918213
142,0.01910567283630371
142,0.018506288528442383
143,0.01928776502609253
143,0.019579589366912842
146,0.018748342990875244
146,0.020412802696228027
147,0.01864844560623169
147,0.018646538257598877
147,0.022725939750671387
149,0.018560290336608887
149,0.02133500576019287
152,0.019564032554626465
152,0.02034282684326172
152,0.02060800790786743
152,0.0183829665184021
153,0.019912421703338623
154,0.020127177238464355
154,0.02013641595840454
155,0.02060079574584961
156,0.01855754852294922
157,0.0207403302192688
158,0.02012413740158081
158,0.01824665069580078
159,0.020290732383728027
160,0.02056562900543213
161,0.020336687564849854
162,0.020532608032226562
166,0.018447279930114746
166,0.018172085285186768
167,0.01852715015411377
167,0.01894521713256836
167,0.018378257751464844
167,0.018977105617523193
168,0.018090248107910156
169,0.01919013261795044
170,0.02056276798248291
170,0.019320428371429443
170,0.018725275993347168
170,0.019509732723236084
170,0.01906430721282959
171,0.018911540508270264
172,0.018640756607055664
172,0.019317030906677246
175,0.019379377365112305
175,0.020014464855194092
178,0.020720064640045166
179,0.02093327045440674
180,0.021487414836883545
181,0.019096434116363525
184,0.019214987754821777
184,0.019486844539642334
187,0.019447684288024902
187,0.01901489496231079
189,0.02083534002304077
189,0.019114196300506592
189,0.020070016384124756
190,0.020997285842895508
191,0.019151806831359863
197,0.01876598596572876
198,0.01819300651550293
198,0.018828630447387695
198,0.018835902214050293
200,0.019618749618530273
200,0.01982969045639038
200,0.018402099609375
201,0.019759416580200195
201,0.018733620643615723
201,0.019623756408691406
201,0.01880890130996704
202,0.0196036696434021
202,0.02124607563018799
203,0.02097630500793457
203,0.01991403102874756
204,0.019943714141845703
206,0.01851445436477661
207,0.01931905746459961
208,0.019286394119262695
208,0.019551515579223633
208,0.018811523914337158
208,0.019611835479736328
210,0.019685029983520508
210,0.02097553014755249
212,0.019319891929626465
213,0.01796567440032959
213,0.019299566745758057
214,0.01940310001373291
216,0.01991856098175049
216,0.01962411403656006
217,0.019951224327087402
218,0.019097566604614258
219,0.01875060796737671
219,0.019992947578430176
219,0.019588768482208252
221,0.02025008201599121
222,0.019971728324890137
223,0.021375715732574463
224,0.019472956657409668
224,0.019361495971679688
225,0.02106422185897827
225,0.018970847129821777
226,0.01969999074935913
227,0.020996391773223877
227,0.021594643592834473
227,0.01902174949645996
230,0.01956707239151001
232,0.019844532012939453
