epoch,loss
0,0.02101943828165531
0,0.009398847818374634
1,0.009457174688577652
1,0.007287438493221998
1,0.009886234067380428
2,0.007514793425798416
2,0.007784754037857056
2,0.0059884460642933846
3,0.006676164455711842
4,0.005351662170141935
4,0.005503308493643999
4,0.0053098006173968315
5,0.007464200723916292
5,0.007301932666450739
5,0.005503135733306408
6,0.00700277229771018
8,0.004904733970761299
8,0.005386416334658861
10,0.00512043759226799
10,0.004558403044939041
11,0.0047138044610619545
11,0.004810204263776541
11,0.006110440939664841
13,0.004419614095240831
14,0.0037380766589194536
14,0.00464114872738719
15,0.003930277191102505
15,0.004319143947213888
16,0.004812520928680897
17,0.004856631625443697
17,0.003886256832629442
18,0.0036557521671056747
18,0.004542157053947449
19,0.003672633785754442
19,0.0042642029002308846
20,0.0038582314737141132
20,0.004635599907487631
20,0.00458418857306242
20,0.0040673865005373955
21,0.004967597313225269
22,0.003420797176659107
24,0.004140701610594988
26,0.00327501748688519
26,0.004159855656325817
26,0.0043562110513448715
29,0.004188178572803736
29,0.004038486164063215
29,0.003996327985078096
30,0.003228485118597746
30,0.0032875000033527613
30,0.003838756587356329
31,0.004440837074071169
32,0.003744314657524228
32,0.004175397101789713
34,0.0047536082565784454
35,0.0035049361176788807
35,0.004219625610858202
36,0.003193938871845603
36,0.0034277080558240414
37,0.0034259986132383347
38,0.0049151889979839325
40,0.00391501747071743
41,0.0034405305050313473
41,0.003883186262100935
43,0.004877002444118261
43,0.003988764714449644
45,0.0037107167299836874
46,0.004318570718169212
46,0.0042627109214663506
47,0.003351380117237568
47,0.003276524133980274
47,0.0035712046083062887
47,0.003537501208484173
48,0.0032756165601313114
50,0.004361117258667946
50,0.0037949373945593834
51,0.004328924231231213
53,0.004059937782585621
53,0.004242101684212685
54,0.0037380820140242577
54,0.0040481737814843655
55,0.0035113669000566006
56,0.004095559939742088
57,0.00437083700671792
58,0.003887398634105921
59,0.003096878994256258
60,0.0036032781936228275
60,0.003153932048007846
60,0.004249595571309328
63,0.004122634418308735
63,0.0031753582879900932
63,0.0037222886458039284
64,0.004149851389229298
65,0.004371789284050465
66,0.0031997254118323326
66,0.0034847811330109835
67,0.0034990934655070305
67,0.0034965435042977333
68,0.0031463918276131153
68,0.004327095113694668
69,0.0032212750520557165
71,0.0030162690673023462
72,0.0031977423932403326
72,0.0034062284976243973
72,0.003509142668917775
75,0.003967472817748785
76,0.003233405062928796
77,0.003335606772452593
77,0.0036697345785796642
78,0.003353412263095379
78,0.003394089872017503
79,0.0028747546020895243
80,0.0036011531483381987
83,0.0036362323444336653
83,0.00360802561044693
84,0.003068129066377878
84,0.003740096464753151
85,0.0035375626757740974
86,0.0035893083550035954
87,0.002881550695747137
87,0.0031319018453359604
88,0.0032231686636805534
88,0.0034148129634559155
88,0.003578801639378071
88,0.0030559198930859566
89,0.004066242836415768
90,0.003617608919739723
92,0.0026789724361151457
